CampaignID,Date,Channel,Product,State,ManagerCompany,AdSpend,Impressions,Clicks,CTR,CPC,Leads,Sales,Revenue,ROAS,CAC,Objective,Status,Rating,Manager
754,2025-07-08,LinkedIn,Product B,TS,Accenture,67446,20660,1320,0.064,41,239,71,140012,2.08,282.2,Sales,Paused,5,Karan
755,2025-02-07,Google,Product D,TN,Infosys,81825,112545,5275,0.047,16,501,150,1332450,16.28,163.32,Lead Gen,Active,2,Rohan
756,2025-09-03,Meta,Product C,WB,Infosys,49697,184636,4930,0.027,82,703,210,739410,14.88,70.69,Awareness,Active,3,Yash
757,2025-07-07,Google,Product C,TN,TCS,15765,191777,12411,0.065,32,1238,371,2091327,132.66,12.73,Awareness,Active,1,Yash
758,2025-01-14,Google,Product A,DL,Amazon,12607,98654,8644,0.088,79,1380,414,1721412,136.54,9.14,Awareness,Active,4,Diya
759,2025-05-06,YouTube,Product B,DL,Reliance,31391,54751,4798,0.088,28,386,115,830070,26.44,81.32,Lead Gen,Paused,5,Aditya
760,2025-06-04,LinkedIn,Product A,TN,EY,75855,116436,6249,0.054,42,747,224,1076992,14.2,101.55,Sales,Active,4,Karan
761,2025-02-13,Email,Product D,TN,Reliance,32293,50415,692,0.014,80,119,35,105210,3.26,271.37,Sales,Paused,1,Arjun
762,2025-01-27,Email,Product B,DL,Infosys,102594,12515,12625,1.009,22,2180,654,6492912,63.29,47.06,Sales,Active,3,Karan
763,2025-06-12,LinkedIn,Product C,MH,TCS,75618,110228,349,0.003,82,24,7,28042,0.37,3150.75,Lead Gen,Active,1,Sneha
764,2025-01-28,Meta,Product A,TS,Deloitte,43402,74438,11246,0.151,29,2103,630,2048760,47.2,20.64,Sales,Paused,2,Ishita
765,2025-07-22,Email,Product D,TN,HDFC,29454,75267,13972,0.186,68,2657,797,812143,27.57,11.09,Awareness,Active,5,Nisha
766,2025-03-19,Google,Product D,TS,Accenture,125138,194792,9038,0.046,99,1062,318,3034674,24.25,117.83,Awareness,Active,3,Meera
767,2025-08-15,YouTube,Product A,WB,Deloitte,62742,183932,1737,0.009,74,132,39,370305,5.9,475.32,Lead Gen,Active,3,Vivaan
768,2025-01-05,Meta,Product C,TS,TCS,41123,22092,1937,0.088,51,161,48,455856,11.09,255.42,Awareness,Active,4,Diya
769,2025-09-04,YouTube,Product B,MH,Reliance,87148,129060,13198,0.102,60,1698,509,4939336,56.68,51.32,Lead Gen,Active,4,Meera
770,2025-01-22,Meta,Product A,MH,Amazon,78756,32961,7512,0.228,69,1176,352,1976128,25.09,66.97,Sales,Paused,5,Aarav
771,2025-11-08,YouTube,Product D,MH,Reliance,92790,35559,14163,0.398,13,1427,428,3539560,38.15,65.02,Lead Gen,Active,3,Arjun
772,2025-05-18,LinkedIn,Product A,MH,EY,142988,35373,10632,0.301,71,1420,426,4100676,28.68,100.7,Sales,Active,5,Dev
773,2025-12-23,LinkedIn,Product A,TS,Accenture,113046,51514,11060,0.215,96,1530,459,1631745,14.43,73.89,Sales,Paused,3,Kabir
774,2025-05-27,Google,Product B,TS,Reliance,102835,35592,7526,0.211,32,693,207,1495368,14.54,148.39,Lead Gen,Active,3,Neha
775,2025-03-11,Google,Product A,MH,Reliance,80176,195037,6175,0.032,80,338,101,842643,10.51,237.21,Sales,Active,3,Aditya
776,2025-06-27,Email,Product A,MH,Infosys,64854,91648,6733,0.073,28,500,150,1297650,20.01,129.71,Sales,Paused,3,Meera
777,2025-12-05,LinkedIn,Product B,KA,Infosys,141886,33641,10061,0.299,8,1822,546,1609608,11.34,77.87,Awareness,Active,4,Priya
778,2025-01-25,Meta,Product A,DL,Amazon,77516,17719,362,0.02,53,36,10,42830,0.55,2153.22,Sales,Active,2,Rahul
779,2025-08-01,YouTube,Product B,TN,TCS,96016,96122,11807,0.123,42,1365,409,3076498,32.04,70.34,Lead Gen,Paused,5,Ishita
780,2025-03-25,YouTube,Product D,WB,EY,23900,195416,11656,0.06,23,623,186,1012212,42.35,38.36,Awareness,Active,1,Dev
781,2025-01-23,YouTube,Product D,KA,EY,145603,50228,470,0.009,100,60,18,73116,0.5,2426.72,Lead Gen,Active,4,Ishita
782,2025-07-07,Meta,Product B,MH,Deloitte,16252,79389,8400,0.106,5,686,205,1394410,85.8,23.69,Lead Gen,Paused,4,Rohan
783,2025-10-05,LinkedIn,Product A,KA,Infosys,24401,70457,13819,0.196,70,1335,400,1198400,49.11,18.28,Lead Gen,Paused,4,Aisha
784,2025-11-11,YouTube,Product A,KA,Accenture,30447,156846,1617,0.01,88,101,30,149640,4.91,301.46,Awareness,Active,5,Aisha
785,2025-10-31,Meta,Product D,WB,Deloitte,115809,147516,11694,0.079,29,1049,314,586866,5.07,110.4,Lead Gen,Paused,4,Priya
786,2025-04-10,Email,Product A,TS,Infosys,67614,176337,1018,0.006,15,76,22,170456,2.52,889.66,Lead Gen,Paused,4,Priya
787,2025-12-18,LinkedIn,Product C,TS,Reliance,9645,35649,10198,0.286,74,2008,602,1093232,113.35,4.8,Lead Gen,Paused,4,Karan
788,2025-11-28,Meta,Product A,DL,Accenture,89475,86929,6030,0.069,73,1133,339,2095359,23.42,78.97,Sales,Paused,3,Neha
789,2025-05-06,LinkedIn,Product D,KA,Amazon,9235,116562,2014,0.017,95,373,111,584082,63.25,24.76,Sales,Paused,2,Sneha
790,2025-10-17,YouTube,Product C,WB,Infosys,17407,141271,5527,0.039,15,656,196,821632,47.2,26.54,Awareness,Paused,5,Aditya
791,2025-06-03,YouTube,Product C,WB,EY,78221,33168,3844,0.116,68,586,175,910875,11.64,133.48,Sales,Paused,4,Rahul
792,2025-02-17,Email,Product C,KA,Amazon,90505,128799,5107,0.04,12,936,280,388080,4.29,96.69,Lead Gen,Paused,1,Sneha
793,2025-07-01,Google,Product B,DL,Reliance,5298,197242,11390,0.058,56,1238,371,3042200,574.22,4.28,Awareness,Paused,4,Rahul
794,2025-09-19,Email,Product D,DL,Reliance,8251,27414,14507,0.529,23,1763,528,2683296,325.21,4.68,Sales,Active,3,Karan
795,2025-04-18,LinkedIn,Product C,TN,Infosys,83787,91814,9730,0.106,91,1323,396,2101176,25.08,63.33,Lead Gen,Paused,5,Yash
796,2025-12-14,LinkedIn,Product D,WB,TCS,145168,193670,14317,0.074,12,2696,808,6051112,41.68,53.85,Sales,Paused,3,Rahul
797,2025-07-21,LinkedIn,Product A,KA,Infosys,69763,195628,10616,0.054,49,1738,521,3507372,50.28,40.14,Sales,Active,2,Kabir
798,2025-11-18,YouTube,Product C,KA,EY,84062,65981,2686,0.041,70,219,65,597220,7.1,383.84,Awareness,Active,5,Yash
799,2025-05-03,Meta,Product C,WB,Deloitte,9798,86173,11575,0.134,64,2285,685,4877200,497.78,4.29,Awareness,Paused,3,Dev
800,2025-03-02,Google,Product B,TN,Deloitte,72741,101550,5356,0.053,86,710,213,643047,8.84,102.45,Lead Gen,Paused,3,Diya
801,2025-05-21,LinkedIn,Product B,TN,Reliance,88534,44197,2464,0.056,90,141,42,143010,1.62,627.9,Awareness,Paused,5,Dev
802,2025-09-29,LinkedIn,Product A,WB,EY,37598,71825,9627,0.134,73,1116,334,1913486,50.89,33.69,Sales,Active,2,Aditya
803,2025-05-17,Google,Product C,DL,TCS,66081,169148,13247,0.078,82,2361,708,4134720,62.57,27.99,Lead Gen,Active,3,Ishita
804,2025-05-28,LinkedIn,Product B,WB,Reliance,136107,95010,11633,0.122,41,1934,580,2386120,17.53,70.38,Lead Gen,Paused,5,Ishita
805,2025-03-17,Meta,Product D,DL,TCS,24943,169712,2883,0.017,61,330,99,450351,18.06,75.58,Awareness,Active,5,Sneha
806,2025-03-19,Google,Product A,DL,Deloitte,56677,145011,4000,0.028,71,531,159,1244334,21.95,106.74,Awareness,Active,4,Sneha
807,2025-07-07,LinkedIn,Product D,KA,TCS,54088,92257,14135,0.153,46,2302,690,2115540,39.11,23.5,Sales,Active,1,Aditya
808,2025-02-19,Email,Product B,MH,Infosys,104360,144049,13377,0.093,52,2670,801,6830928,65.46,39.09,Lead Gen,Active,2,Aisha
809,2025-10-02,Email,Product D,DL,HDFC,140375,191794,13817,0.072,92,2536,760,2546000,18.14,55.35,Sales,Paused,3,Aarav
810,2025-11-20,YouTube,Product C,KA,Deloitte,7751,125180,13315,0.106,51,1631,489,1506120,194.31,4.75,Awareness,Active,4,Ishita
811,2025-05-29,Email,Product D,DL,Infosys,18268,174313,7879,0.045,95,1083,324,3027780,165.74,16.87,Awareness,Paused,5,Priya
812,2025-01-13,YouTube,Product B,TS,Infosys,42772,25141,7710,0.307,8,1341,402,3181830,74.39,31.9,Sales,Active,2,Tanvi
813,2025-05-08,Email,Product D,WB,HDFC,42062,185597,11007,0.059,31,1853,555,901875,21.44,22.7,Sales,Active,4,Kabir
814,2025-10-30,Email,Product C,KA,Infosys,37467,161784,5044,0.031,40,907,272,329936,8.81,41.31,Sales,Active,1,Aisha
815,2025-11-04,Google,Product A,KA,Reliance,91039,173666,6586,0.038,36,1121,336,937440,10.3,81.21,Lead Gen,Active,5,Karan
816,2025-03-07,Google,Product C,KA,Accenture,67588,191533,13795,0.072,14,2536,760,6385520,94.48,26.65,Sales,Active,2,Rahul
817,2025-12-30,Meta,Product B,DL,Accenture,21201,171453,5226,0.03,69,933,279,768924,36.27,22.72,Sales,Active,4,Ananya
818,2025-06-28,Email,Product B,MH,HDFC,74291,198070,10794,0.054,71,799,239,1358476,18.29,92.98,Sales,Active,3,Dev
819,2025-11-06,Meta,Product B,KA,Deloitte,146511,37217,4670,0.125,36,649,194,380046,2.59,225.75,Awareness,Active,5,Kabir
820,2025-05-17,YouTube,Product C,TN,Deloitte,126495,100235,13322,0.133,29,2284,685,867895,6.86,55.38,Awareness,Active,1,Diya
821,2025-04-21,YouTube,Product A,TN,Deloitte,131486,120198,7979,0.066,16,855,256,1088512,8.28,153.78,Awareness,Active,3,Meera
822,2025-11-18,Google,Product C,TS,Deloitte,53922,41878,7676,0.183,45,410,123,817704,15.16,131.52,Lead Gen,Paused,5,Aarav
823,2025-09-12,Email,Product B,MH,TCS,148354,64025,14179,0.221,54,1988,596,1895876,12.78,74.62,Sales,Active,2,Priya
824,2025-07-23,Google,Product D,TN,Reliance,121122,134264,471,0.004,20,51,15,99285,0.82,2374.94,Awareness,Paused,2,Arjun
825,2025-09-14,YouTube,Product D,WB,Accenture,128574,48652,12981,0.267,85,797,239,1072393,8.34,161.32,Sales,Paused,2,Aisha
826,2025-10-03,LinkedIn,Product A,DL,HDFC,101743,122642,7474,0.061,28,1032,309,1519971,14.94,98.59,Sales,Paused,5,Ishita
827,2025-02-15,YouTube,Product C,KA,Deloitte,123019,64825,11887,0.183,34,1085,325,2249975,18.29,113.38,Lead Gen,Paused,3,Yash
828,2025-05-23,LinkedIn,Product A,DL,Deloitte,50394,181337,8946,0.049,12,1240,372,3256116,64.61,40.64,Awareness,Active,3,Arjun
829,2025-08-12,Email,Product A,TS,TCS,140127,70777,832,0.012,72,81,24,61920,0.44,1729.96,Sales,Active,3,Aisha
830,2025-07-09,LinkedIn,Product D,DL,Accenture,102401,26389,7253,0.275,70,481,144,1059696,10.35,212.89,Lead Gen,Active,1,Aditya
831,2025-05-05,YouTube,Product B,TN,Reliance,90173,151439,947,0.006,87,82,24,41304,0.46,1099.67,Lead Gen,Active,5,Ananya
832,2025-08-19,LinkedIn,Product D,WB,TCS,107022,196123,232,0.001,94,23,6,27348,0.26,4653.13,Awareness,Active,4,Priya
833,2025-09-11,Email,Product C,WB,Deloitte,30763,10882,5995,0.551,43,457,137,860771,27.98,67.32,Awareness,Active,5,Rohan
834,2025-11-29,Meta,Product B,TN,Infosys,141530,39992,2537,0.063,80,349,104,765336,5.41,405.53,Sales,Active,4,Diya
835,2025-08-17,Meta,Product C,KA,EY,107542,190644,9554,0.05,49,1387,416,2102880,19.55,77.54,Sales,Active,2,Meera
836,2025-04-05,Email,Product D,KA,Infosys,42065,151073,7239,0.048,90,1313,393,3101556,73.73,32.04,Lead Gen,Paused,4,Aisha
837,2025-03-20,Google,Product C,TN,Accenture,112085,146969,13305,0.091,46,2430,729,5975613,53.31,46.13,Awareness,Active,1,Tanvi
838,2025-11-19,Meta,Product C,KA,Reliance,90573,22693,10202,0.45,39,943,282,1480500,16.35,96.05,Awareness,Paused,5,Karan
839,2025-04-30,Meta,Product C,DL,EY,146248,68493,10425,0.152,51,2081,624,3188016,21.8,70.28,Lead Gen,Paused,1,Arjun
840,2025-06-11,Google,Product C,WB,TCS,14368,160219,12678,0.079,5,1160,348,1429584,99.5,12.39,Awareness,Active,1,Aditya
841,2025-03-02,Meta,Product A,KA,Infosys,62598,151796,12210,0.08,77,1082,324,2936736,46.91,57.85,Lead Gen,Active,3,Karan
842,2025-11-18,Meta,Product A,KA,HDFC,27761,163192,1710,0.01,91,216,64,210240,7.57,128.52,Awareness,Paused,1,Kabir
843,2025-10-15,Email,Product D,WB,EY,103429,159769,5181,0.032,56,1019,305,821060,7.94,101.5,Lead Gen,Active,1,Aisha
844,2025-01-29,LinkedIn,Product B,DL,EY,41772,135632,5860,0.043,28,769,230,419290,10.04,54.32,Awareness,Paused,5,Rohan
845,2025-03-08,Google,Product B,MH,Reliance,44718,65447,6971,0.107,49,971,291,1008606,22.55,46.05,Awareness,Paused,3,Aarav
846,2025-09-10,Google,Product C,WB,Reliance,103931,166102,4472,0.027,21,326,97,195455,1.88,318.81,Sales,Paused,2,Sneha
847,2025-06-05,Email,Product C,TN,Amazon,33381,128313,9138,0.071,91,1644,493,4575040,137.06,20.3,Lead Gen,Active,5,Tanvi
848,2025-07-11,Meta,Product B,WB,HDFC,97624,53541,11293,0.211,96,1165,349,2232902,22.87,83.8,Sales,Active,1,Neha
849,2025-11-03,LinkedIn,Product B,TN,Reliance,127832,122041,708,0.006,17,112,33,181137,1.42,1141.36,Sales,Paused,1,Sneha
850,2025-02-20,Email,Product A,TS,Deloitte,54335,8991,12900,1.435,15,739,221,2162706,39.8,73.53,Awareness,Paused,1,Rahul
851,2025-08-31,Email,Product D,TS,Reliance,102308,26768,5167,0.193,58,446,133,696920,6.81,229.39,Awareness,Paused,3,Aditya
852,2025-10-05,Email,Product B,TS,HDFC,148321,160734,10552,0.066,67,1151,345,2743440,18.5,128.86,Lead Gen,Active,5,Dev
853,2025-10-13,Email,Product D,MH,EY,79398,78962,3506,0.044,56,499,149,282355,3.56,159.11,Awareness,Paused,3,Ananya
854,2025-04-23,Meta,Product D,TS,HDFC,25600,71860,14939,0.208,13,1588,476,4480112,175.0,16.12,Awareness,Paused,2,Aarav
855,2025-04-23,Meta,Product B,WB,TCS,119991,151966,13733,0.09,9,1690,507,2108106,17.57,71.0,Lead Gen,Paused,4,Diya
856,2025-05-28,Email,Product C,KA,Infosys,49861,157221,3872,0.025,17,663,198,727056,14.58,75.21,Sales,Active,3,Ishita
857,2025-05-20,Email,Product B,KA,TCS,92253,101050,6302,0.062,37,674,202,1187356,12.87,136.87,Awareness,Active,2,Yash
858,2025-12-12,YouTube,Product B,WB,TCS,65055,42811,11157,0.261,45,1177,353,2686330,41.29,55.27,Sales,Paused,5,Diya
859,2025-01-30,YouTube,Product B,WB,Deloitte,63227,183139,6050,0.033,86,979,293,2913592,46.08,64.58,Lead Gen,Active,1,Meera
860,2025-04-11,Email,Product B,DL,HDFC,6482,193866,159,0.001,6,29,8,14272,2.2,223.52,Awareness,Paused,3,Kabir
861,2025-11-15,Meta,Product C,TS,Reliance,66394,94790,6461,0.068,31,864,259,1311058,19.75,76.84,Lead Gen,Active,5,Meera
862,2025-12-08,YouTube,Product A,MH,Accenture,30135,82240,7770,0.094,93,1391,417,4031556,133.78,21.66,Lead Gen,Paused,2,Nisha
863,2025-06-04,Email,Product A,KA,EY,101291,129590,8076,0.062,84,899,269,1608082,15.88,112.67,Awareness,Paused,2,Arjun
864,2025-02-21,Email,Product B,MH,Deloitte,56770,133671,9679,0.072,26,1546,463,2071462,36.49,36.72,Lead Gen,Paused,3,Dev
865,2025-12-31,YouTube,Product C,DL,HDFC,69348,175030,1750,0.01,91,114,34,243304,3.51,608.32,Sales,Paused,5,Rohan
866,2025-08-21,YouTube,Product B,KA,Reliance,14121,101304,3682,0.036,21,540,162,648324,45.91,26.15,Sales,Paused,3,Aditya
867,2025-03-20,Email,Product A,TS,Deloitte,19408,41909,13802,0.329,42,2752,825,886050,45.65,7.05,Awareness,Active,2,Vivaan
868,2025-11-01,YouTube,Product A,DL,HDFC,118534,49837,10860,0.218,55,1890,567,1515591,12.79,62.72,Awareness,Active,3,Rohan
869,2025-10-10,Google,Product A,TS,HDFC,128368,177035,5631,0.032,84,289,86,403942,3.15,444.18,Awareness,Paused,5,Rohan
870,2025-06-14,YouTube,Product C,TN,Infosys,40701,120000,14003,0.117,43,1041,312,1513824,37.19,39.1,Lead Gen,Active,2,Sneha
871,2025-09-06,Meta,Product C,DL,Amazon,123989,29678,3992,0.135,71,363,108,687528,5.55,341.57,Awareness,Active,3,Aisha
872,2025-07-21,LinkedIn,Product A,KA,TCS,48552,170013,2369,0.014,18,203,60,588480,12.12,239.17,Lead Gen,Active,3,Sneha
873,2025-02-02,YouTube,Product C,WB,HDFC,77752,92517,10805,0.117,42,1130,339,1130565,14.54,68.81,Lead Gen,Paused,1,Nisha
874,2025-03-20,Meta,Product D,DL,Accenture,69249,40636,10414,0.256,51,961,288,1914048,27.64,72.06,Lead Gen,Active,1,Ananya
875,2025-07-31,Google,Product D,MH,EY,103355,114171,1750,0.015,94,255,76,756960,7.32,405.31,Sales,Paused,5,Ananya
876,2025-05-14,Email,Product D,DL,Deloitte,84744,183187,4405,0.024,51,377,113,866145,10.22,224.79,Lead Gen,Paused,2,Ananya
877,2025-11-28,Google,Product D,WB,EY,27493,117611,5054,0.043,32,636,190,1669530,60.73,43.23,Sales,Paused,1,Vivaan
878,2025-09-08,LinkedIn,Product C,DL,Accenture,10586,109672,2014,0.018,35,146,43,333809,31.53,72.51,Lead Gen,Paused,3,Neha
879,2025-09-04,Meta,Product C,TS,Accenture,35664,196022,6177,0.032,27,1011,303,912333,25.58,35.28,Sales,Paused,1,Aisha
880,2025-01-05,YouTube,Product C,TN,Accenture,63382,103075,2520,0.024,48,301,90,782460,12.35,210.57,Awareness,Active,5,Karan
881,2025-03-02,LinkedIn,Product A,TS,HDFC,140679,8322,2242,0.269,72,146,43,254517,1.81,963.55,Lead Gen,Active,1,Meera
882,2025-09-30,Google,Product D,TS,Amazon,71218,37819,13839,0.366,79,2136,640,4999040,70.19,33.34,Awareness,Active,4,Sneha
883,2025-07-20,Google,Product C,MH,Accenture,37326,42544,13742,0.323,79,2671,801,4503222,120.65,13.97,Awareness,Paused,4,Aditya
884,2025-11-28,Meta,Product A,MH,Accenture,62534,193074,10218,0.053,95,1329,398,1164548,18.62,47.05,Sales,Paused,5,Kabir
885,2025-08-26,LinkedIn,Product D,KA,Infosys,124339,9956,8945,0.898,84,1637,491,3600503,28.96,75.96,Awareness,Paused,3,Vivaan
886,2025-05-28,Meta,Product C,DL,Reliance,73964,180642,12906,0.071,21,2047,614,876178,11.85,36.13,Awareness,Active,3,Ananya
887,2025-08-16,Google,Product A,KA,Reliance,74440,153368,191,0.001,69,20,6,7038,0.09,3722.0,Lead Gen,Active,1,Tanvi
888,2025-05-31,YouTube,Product A,TS,TCS,56752,153433,13459,0.088,68,1244,373,1833295,32.3,45.62,Awareness,Active,4,Neha
889,2025-04-28,LinkedIn,Product C,DL,HDFC,130184,51942,914,0.018,84,174,52,426972,3.28,748.18,Awareness,Active,5,Ananya
890,2025-11-23,Meta,Product B,DL,Deloitte,136928,83398,14494,0.174,27,1319,395,3620965,26.44,103.81,Awareness,Active,5,Neha
891,2025-01-06,YouTube,Product B,TN,Reliance,20882,50363,9458,0.188,80,795,238,1133118,54.26,26.27,Sales,Paused,1,Yash
892,2025-09-04,Email,Product D,DL,Deloitte,148766,71790,6446,0.09,91,834,250,965000,6.49,178.38,Sales,Active,5,Yash
893,2025-11-16,Google,Product A,KA,EY,37654,31979,10654,0.333,14,1219,365,2747720,72.97,30.89,Lead Gen,Paused,5,Rahul
894,2025-06-22,LinkedIn,Product D,KA,Amazon,115271,175137,11645,0.066,89,1529,458,1929554,16.74,75.39,Awareness,Paused,2,Arjun
895,2025-09-17,Google,Product A,TN,Deloitte,119853,84312,10575,0.125,56,2109,632,1062392,8.86,56.83,Awareness,Active,2,Tanvi
896,2025-03-03,Google,Product D,KA,Deloitte,7001,54530,13942,0.256,71,1324,397,3528933,504.06,5.29,Sales,Active,3,Aarav
897,2025-06-18,Email,Product C,WB,Infosys,133754,146792,5307,0.036,31,968,290,692810,5.18,138.18,Awareness,Paused,4,Aditya
898,2025-01-18,YouTube,Product C,TN,Deloitte,33154,102110,14297,0.14,27,1403,420,3126060,94.29,23.63,Lead Gen,Paused,3,Priya
899,2025-08-16,Email,Product C,TN,EY,28383,161571,8666,0.054,68,496,148,717652,25.28,57.22,Sales,Paused,4,Tanvi
900,2025-03-19,Email,Product B,TN,Accenture,67236,84621,13238,0.156,30,972,291,1151778,17.13,69.17,Lead Gen,Paused,1,Tanvi
901,2025-06-18,YouTube,Product D,TN,HDFC,78822,36272,14685,0.405,83,1264,379,1753254,22.24,62.36,Lead Gen,Active,5,Aarav
902,2025-02-16,YouTube,Product A,TN,TCS,62672,194667,6061,0.031,68,530,159,1412874,22.54,118.25,Awareness,Paused,2,Dev
903,2025-11-06,Meta,Product D,TN,Deloitte,78494,94247,8355,0.089,71,1563,468,2873052,36.6,50.22,Awareness,Active,3,Vivaan
904,2025-11-06,YouTube,Product C,TN,TCS,52215,116024,5687,0.049,72,959,287,1642788,31.46,54.45,Awareness,Paused,5,Yash
905,2025-06-22,Google,Product A,WB,Accenture,18136,9286,6696,0.721,48,712,213,1341048,73.94,25.47,Awareness,Active,5,Priya
906,2025-12-08,Meta,Product B,MH,TCS,32092,39101,5656,0.145,5,695,208,484640,15.1,46.18,Lead Gen,Active,2,Neha
907,2025-01-05,Email,Product C,KA,Deloitte,81021,87361,1983,0.023,60,290,87,472236,5.83,279.38,Lead Gen,Active,1,Rahul
908,2025-11-11,Google,Product D,WB,TCS,65622,12188,6750,0.554,68,357,107,839629,12.79,183.82,Sales,Active,2,Aarav
909,2025-03-10,LinkedIn,Product B,TS,TCS,143166,152947,4983,0.033,58,339,101,914757,6.39,422.32,Awareness,Active,3,Meera
910,2025-12-05,Email,Product B,WB,EY,100337,38059,10650,0.28,9,1704,511,2942849,29.33,58.88,Lead Gen,Paused,1,Aditya
911,2025-09-28,Email,Product B,WB,EY,120350,73403,129,0.002,71,24,7,54173,0.45,5014.58,Sales,Paused,5,Aisha
912,2025-04-03,YouTube,Product D,KA,Amazon,131350,133994,6768,0.051,78,1229,368,2839856,21.62,106.88,Sales,Paused,5,Nisha
913,2025-11-14,Email,Product A,MH,EY,95799,19681,9099,0.462,100,635,190,1539950,16.07,150.86,Awareness,Active,1,Meera
914,2025-05-02,LinkedIn,Product A,WB,HDFC,88601,59308,12959,0.219,97,1936,580,5624260,63.48,45.76,Sales,Paused,5,Aisha
915,2025-02-09,Meta,Product C,KA,Amazon,71480,66976,14682,0.219,63,1683,504,1039752,14.55,42.47,Awareness,Paused,4,Vivaan
916,2025-12-13,Meta,Product C,TN,Reliance,37929,6658,3247,0.488,54,196,58,401476,10.58,193.52,Sales,Active,3,Sneha
917,2025-05-28,LinkedIn,Product D,WB,Infosys,49223,151096,5332,0.035,96,436,130,1098110,22.31,112.9,Sales,Active,3,Sneha
918,2025-06-13,Email,Product D,MH,TCS,120991,44402,2332,0.053,34,149,44,396176,3.27,812.02,Lead Gen,Paused,2,Diya
919,2025-07-06,YouTube,Product B,MH,Reliance,105656,195131,7531,0.039,34,1449,434,3354386,31.75,72.92,Sales,Paused,5,Diya
920,2025-04-23,LinkedIn,Product D,TN,HDFC,92871,67857,10016,0.148,73,1963,588,5520732,59.45,47.31,Sales,Paused,3,Sneha
921,2025-06-25,YouTube,Product D,KA,Infosys,54139,101642,3810,0.037,33,311,93,657789,12.15,174.08,Sales,Active,1,Tanvi
922,2025-04-21,YouTube,Product B,WB,Deloitte,5166,194077,14425,0.074,80,2678,803,3442461,666.37,1.93,Awareness,Active,1,Nisha
923,2025-07-05,Email,Product C,WB,Reliance,123997,130612,6935,0.053,89,702,210,812490,6.55,176.63,Awareness,Paused,3,Karan
924,2025-03-09,YouTube,Product C,TN,Deloitte,88000,125174,6906,0.055,76,634,190,1858390,21.12,138.8,Awareness,Active,2,Diya
925,2025-12-22,Meta,Product A,WB,Accenture,23449,193133,8105,0.042,65,1539,461,4217228,179.85,15.24,Awareness,Paused,4,Rohan
926,2025-09-01,LinkedIn,Product C,DL,Accenture,35038,41490,6430,0.155,50,1087,326,2815662,80.36,32.23,Sales,Paused,2,Vivaan
927,2025-12-18,Email,Product C,TS,Amazon,32096,39124,4379,0.112,52,672,201,940077,29.29,47.76,Lead Gen,Active,3,Aditya
928,2025-12-28,Meta,Product D,TS,Infosys,47156,119280,9628,0.081,31,1118,335,2708140,57.43,42.18,Awareness,Paused,5,Tanvi
929,2025-10-10,YouTube,Product B,WB,HDFC,69879,84307,1044,0.012,70,81,24,222648,3.19,862.7,Lead Gen,Paused,5,Aditya
930,2025-01-19,Email,Product C,TS,Deloitte,141916,48533,6685,0.138,9,1237,371,875560,6.17,114.73,Sales,Active,3,Vivaan
931,2025-01-02,Meta,Product C,MH,TCS,48071,74653,8454,0.113,88,1102,330,766590,15.95,43.62,Sales,Paused,1,Tanvi
932,2025-08-27,LinkedIn,Product D,TN,Amazon,61235,79796,9874,0.124,97,1090,327,1032993,16.87,56.18,Awareness,Paused,3,Tanvi
933,2025-11-08,Email,Product D,TS,TCS,72768,196988,10095,0.051,100,1942,582,3393060,46.63,37.47,Lead Gen,Paused,2,Arjun
934,2025-06-06,LinkedIn,Product A,TN,HDFC,120682,146485,5388,0.037,10,703,210,1026270,8.5,171.67,Sales,Paused,3,Yash
935,2025-07-28,Google,Product C,MH,Accenture,14546,102842,948,0.009,40,170,51,478074,32.87,85.56,Sales,Active,1,Rohan
936,2025-01-10,Meta,Product B,DL,EY,80230,104178,11760,0.113,27,1157,347,725924,9.05,69.34,Awareness,Active,5,Sneha
937,2025-10-05,Email,Product A,TS,Reliance,61253,70878,2538,0.036,68,422,126,1155042,18.86,145.15,Awareness,Active,3,Tanvi
938,2025-11-11,Meta,Product D,TS,Deloitte,80562,139712,2294,0.016,68,228,68,252076,3.13,353.34,Lead Gen,Paused,4,Tanvi
939,2025-08-09,Email,Product B,WB,TCS,121397,118961,10089,0.085,82,983,294,1941282,15.99,123.5,Sales,Paused,1,Rohan
940,2025-07-18,Meta,Product C,DL,EY,133510,172883,10643,0.062,73,1230,369,543906,4.07,108.54,Awareness,Active,2,Arjun
941,2025-04-18,Google,Product D,MH,HDFC,126653,94255,7834,0.083,100,1169,350,2983400,23.56,108.34,Lead Gen,Paused,3,Rahul
942,2025-09-06,Meta,Product D,TS,EY,142806,164161,7194,0.044,68,715,214,1179140,8.26,199.73,Sales,Paused,5,Meera
943,2025-12-20,Email,Product D,MH,EY,52620,11268,3283,0.291,28,419,125,590375,11.22,125.58,Sales,Active,1,Meera
944,2025-11-26,YouTube,Product A,DL,Reliance,11247,85733,13011,0.152,70,2470,741,7382583,656.4,4.55,Lead Gen,Paused,5,Diya
945,2025-08-29,YouTube,Product C,MH,Accenture,105825,179295,13309,0.074,64,722,216,273024,2.58,146.57,Lead Gen,Active,1,Rohan
946,2025-11-13,Meta,Product C,TN,Amazon,52011,96896,2540,0.026,40,464,139,609654,11.72,112.09,Sales,Paused,5,Yash
947,2025-05-10,LinkedIn,Product A,TS,Accenture,119804,153381,4069,0.027,81,770,231,319704,2.67,155.59,Awareness,Paused,1,Neha
